Time,setDynLoad / N,peak_dynLoad / N,setStatLoad / N,meanAbs_statLoad / N,setSpeed / rpm,meanAbs_speed / rpm
04-Nov-2022 09:02:50,1500,1506.35781675,2405.79193707562,2459.27725923936,2700,2697.73077609031
04-Nov-2022 09:03:10,1500,1456.84212425,2205.44119156408,2144.42173272669,2700,2697.7319214722
04-Nov-2022 09:03:33,1500,1193.2361735,2430.30133822893,2250.64298064004,2700,2697.47650131128
04-Nov-2022 09:03:54,1500,1208.5104,1907.55214523805,1838.76308867314,2700,2697.20160965828
04-Nov-2022 09:04:20,1500,1243.00295325,2253.18731583173,2088.42655456794,2700,2697.64716321252
04-Nov-2022 09:04:42,1500,1327.011199,1903.84398004364,1898.94314172738,2700,2697.51658967735
04-Nov-2022 09:05:03,1500,1155.05060725,2125.99956301942,1940.22974330851,2700,2697.69297848802
04-Nov-2022 09:05:23,1500,1342.2854255,2058.66217959309,2084.08458124803,2700,2697.61394713778
04-Nov-2022 09:05:47,1500,1548.48748325,1755.55781776553,1782.30229349752,2700,2697.98046934178
04-Nov-2022 09:06:06,1500,1399.43823125,1998.2493794078,1814.0967432917,2700,2697.00116782797
04-Nov-2022 09:06:29,1500,1136.08336775,1572.91381971361,1591.25357466944,2700,2697.40090610671
04-Nov-2022 09:06:57,1500,1365.19676525,2058.15974477992,1898.07058300878,2700,2698.05720992824
04-Nov-2022 09:07:21,1500,1082.623575,2326.28004993771,2156.03187411479,2700,2697.78346365714
04-Nov-2022 09:07:41,1500,1418.656558,2334.55610673523,2136.15797705332,2700,2697.11112448917
04-Nov-2022 09:08:02,1500,1311.7369725,2402.09380634198,2201.588524436,2700,2697.67923390537
04-Nov-2022 09:08:23,1500,1311.7369725,2441.25729215174,2244.22655101733,2700,2697.45015752787
04-Nov-2022 09:08:43,1500,1136.08336775,1972.55343705658,1916.35267555323,2700,2697.70214154312
04-Nov-2022 09:09:06,1500,1128.4462545,2344.12012712352,2163.3208624561,2700,2697.85333195227
04-Nov-2022 09:09:25,1500,1342.2854255,2262.50488334745,2261.45059513729,2700,2697.89342031833
04-Nov-2022 09:09:41,1500,1246.69596625,2148.30403971745,2118.92068366866,2700,2697.98734163311
04-Nov-2022 09:09:59,1500,1357.559652,2297.80683143554,2093.55969826611,2700,2697.86707653492
04-Nov-2022 09:10:26,1500,1388.108105,1586.65651836199,1411.83392475044,2700,2697.48222822072
04-Nov-2022 09:10:49,1500,1391.801118,1769.28156747777,1591.51288170729,2700,2698.28514092386
04-Nov-2022 09:11:05,1500,1243.00295325,1535.97394826433,1497.11187066519,2700,2697.44672138221
04-Nov-2022 09:11:25,1500,1231.42173975,2232.87721599951,2243.46187916849,2700,2697.94038097572
04-Nov-2022 09:11:55,1500,1342.2854255,1608.99483559163,1428.42389691652,2700,2697.67121623216
04-Nov-2022 09:12:17,1500,1391.801118,1766.82253574754,1585.9898310763,2700,2697.64143630308
04-Nov-2022 09:12:32,1500,1284.8815325,1618.48305510995,1583.97026458443,2700,2698.49703657305
04-Nov-2022 09:12:50,1500,1380.47099175,1548.99886864117,1520.80723421882,2700,2698.32866543559
04-Nov-2022 09:13:10,1500,1598.00317575,2484.89768480503,2682.70528826091,2700,2697.25658798888
04-Nov-2022 09:13:29,1500,1414.71245775,2009.47387499188,1997.51577840024,2700,2697.87394882624
04-Nov-2022 09:13:50,1500,1517.93903025,2332.76809948923,2143.55295951229,2700,2698.02399385351
04-Nov-2022 09:14:12,1500,1261.97019275,1845.28829355881,1817.70811430058,2700,2697.94496250327
04-Nov-2022 09:14:31,1500,1300.155759,1585.70234469868,1541.11078600726,2700,2697.82469740508
04-Nov-2022 09:14:50,1500,1384.16400475,1718.15629670602,1536.74231415795,2700,2698.09729829431
04-Nov-2022 09:15:09,1500,1288.82563275,2325.53497154322,2527.34251754686,2700,2698.35615460089
04-Nov-2022 09:15:30,1500,1399.43823125,1672.84923892937,1728.17715441463,2700,2697.31729322892
04-Nov-2022 09:15:47,1500,1109.22792775,1556.38826174613,1541.30573947368,2700,2698.15914891623
04-Nov-2022 09:16:11,1500,1174.268934,1948.45669841166,1787.4467937083,2700,2698.45923897076
04-Nov-2022 09:16:30,1500,1166.63182075,2373.66269097521,2210.85354597085,2700,2697.57385877172
04-Nov-2022 09:16:45,1500,1311.7369725,2166.47258438392,2201.00555678886,2700,2697.74910220051
04-Nov-2022 09:17:06,1500,1017.58256875,1906.47190174443,1855.38523762494,2700,2698.14540433358
04-Nov-2022 09:17:25,1500,1067.3493485,2138.06461053306,1944.58685864523,2700,2697.87280344436
04-Nov-2022 09:17:45,1500,1697.285648,2123.61496601541,2150.82869858889,2700,2697.98734163311
04-Nov-2022 09:18:12,1500,1345.9784385,1600.27518919913,1415.77463462491,2700,2698.2725417231
