Time,setDynLoad / N,peak_dynLoad / N,setStatLoad / N,meanAbs_statLoad / N,setSpeed / rpm,meanAbs_speed / rpm
14-Oct-2022 14:53:44,801.589453034805,880.11453025,2500,2564.04865904339,2700,2697.93465406628
14-Oct-2022 14:53:56,1264.35295325126,1212.45450025,2500,2563.69849990469,2700,2697.52918887811
14-Oct-2022 14:54:08,1124.13855861073,925.93720975,2500,2563.60386229964,2700,2697.63227324798
14-Oct-2022 14:54:20,716.879827903087,578.5741005,2500,2563.54707973659,2700,2698.12593284149
14-Oct-2022 14:54:33,797.070621366348,685.493686,2500,2564.83036566114,2700,2697.9048741372
14-Oct-2022 14:54:45,1084.66737441908,1006.2524425,2500,2565.14266975783,2700,2697.78346365713
14-Oct-2022 14:54:57,1052.82847992803,822.9617245,2500,2566.21396744704,2700,2697.94610788515
14-Oct-2022 14:55:09,753.901558674439,700.7679125,2500,2566.28778477898,2700,2697.88540264512
14-Oct-2022 14:55:21,1239.12619044451,1273.55140625,2500,2567.40450851864,2700,2698.45580282509
14-Oct-2022 14:55:33,1148.78382733341,1040.4939085,2500,2568.09725578763,2700,2698.20038266418
14-Oct-2022 14:55:44,906.751435935635,704.4609255,2500,2566.99756681689,2700,2697.94610788516
14-Oct-2022 14:55:59,1326.08608958535,1250.6400665,2500,2569.30293887603,2700,2698.11562440451
14-Oct-2022 14:56:11,1426.75853872814,1059.71223525,2500,2569.61524297271,2700,2698.21870877438
14-Oct-2022 14:56:23,810.251230169135,716.042139,2500,2569.19315925416,2700,2698.46496588019
14-Oct-2022 14:56:35,1040.18917957735,906.96997025,2500,2570.03543393915,2700,2697.68037928726
14-Oct-2022 14:56:47,1214.20535933016,1136.08336775,2500,2570.18874685934,2700,2698.00452236142
14-Oct-2022 14:56:59,1340.79888800265,1067.3493485,2500,2571.16919244771,2700,2698.01024927086
14-Oct-2022 14:57:11,952.124452859407,738.95347875,2500,2571.71430505282,2700,2697.77430060203
14-Oct-2022 14:57:23,746.798200996946,677.85657275,2500,2572.07014244783,2700,2698.00223159764
14-Oct-2022 14:57:35,962.899685021435,796.1062845,2500,2572.67014486387,2700,2697.81209820432
14-Oct-2022 14:57:46,1020.58900992515,891.69574375,2500,2572.44680011595,2700,2698.38937067562
14-Oct-2022 14:57:58,1015.46601937919,952.79264975,2500,2572.77803173364,2700,2698.45351206132
14-Oct-2022 14:58:10,1488.52104377583,1414.71245775,2500,2573.20768646059,2700,2698.13280513282
14-Oct-2022 14:58:22,921.437120158719,777.139045,2500,2574.29412616662,2700,2698.32408390803
14-Oct-2022 14:58:34,1039.62948288867,880.11453025,2500,2575.05501251125,2700,2698.46725664397
14-Oct-2022 14:58:46,1083.62136030765,1021.526669,2500,2575.68719171302,2700,2698.14654971547
14-Oct-2022 14:58:58,771.616050912301,681.54958575,2500,2575.04554875075,2700,2698.18549269964
14-Oct-2022 14:59:10,801.543388100402,693.13079925,2500,2575.53198604073,2700,2698.07209989278
14-Oct-2022 14:59:22,920.274428819349,845.87306425,2500,2575.91621471725,2700,2697.60134793702
14-Oct-2022 14:59:34,979.74744778822,1009.9454555,2500,2577.07268625102,2700,2697.98276010556
14-Oct-2022 14:59:46,1052.38619103933,1002.30834225,2500,2576.88530379301,2700,2698.01941232595
14-Oct-2022 14:59:58,1056.46176425392,1044.43800875,2500,2576.31937091478,2700,2698.27025095932
14-Oct-2022 15:00:10,1236.50109674771,1048.13102175,2500,2577.80139580995,2700,2698.60355708858
14-Oct-2022 15:00:22,1337.82441114005,1136.08336775,2500,2578.57553141929,2700,2698.43289518734
14-Oct-2022 15:00:34,734.665056476715,689.186699,2500,2578.0682738562,2700,2698.17518426266
14-Oct-2022 15:00:46,996.919352863721,849.56607725,2500,2578.09855788981,2700,2698.74672982452
