Time,setDynLoad / N,peak_dynLoad / N,setStatLoad / N,meanAbs_statLoad / N,setSpeed / rpm,meanAbs_speed / rpm
22-Nov-2021 11:06:32,0,27.4361247326136,2500,2491.69220640597,750,750.654634121966
22-Nov-2021 11:06:45,0,27.5285915337392,2500,2491.91504839162,750,750.69105368667
22-Nov-2021 11:06:57,0,27.5923509193231,2500,2492.28206485372,750,750.594680538792
22-Nov-2021 11:07:09,0,27.6994907475876,2500,2492.71946803458,750,750.639958916533
22-Nov-2021 11:07:21,0,27.8540577106813,2500,2493.00219787968,750,750.636290115174
22-Nov-2021 11:07:34,0,28.0123781805837,2500,2493.16115948192,750,750.731410501613
22-Nov-2021 11:07:46,0,28.0430685716203,2500,2493.34762513813,750,750.634858387815
22-Nov-2021 11:07:58,0,28.1537341379435,2500,2493.60432964184,750,750.796733062384
22-Nov-2021 11:08:11,0,28.2157495000504,2500,2493.83767048681,750,750.654723604926
22-Nov-2021 11:08:23,0,28.336373265054,2500,2494.18516794287,750,750.768277481117
22-Nov-2021 11:08:35,0,28.4651629815495,2500,2494.42057898544,750,750.750291406164
22-Nov-2021 11:08:47,0,28.4765073739253,2500,2494.65658151304,750,750.613561443344
22-Nov-2021 11:09:00,0,28.6163656698761,2500,2494.83624509139,750,750.727652217294
22-Nov-2021 11:09:12,0,28.6073551338711,2500,2495.01191614577,750,750.447123137817
22-Nov-2021 11:09:24,0,28.6703595001965,2500,2495.27276104471,750,750.701881124826
22-Nov-2021 11:09:36,0,28.7200060453889,2500,2495.51024228489,750,750.610161090866
22-Nov-2021 11:09:49,0,28.7617411932062,2500,2495.7978518815,750,750.495086004356
22-Nov-2021 11:10:01,0,28.8127161055908,2500,2495.85995780982,750,750.502602572992
22-Nov-2021 11:10:13,0,28.7992493867735,2500,2496.03237569653,750,750.543585768655
22-Nov-2021 11:10:25,0,28.8429349225459,2500,2496.17359274782,750,750.496965146515
22-Nov-2021 11:10:38,0,28.9920105989973,2500,2496.41255270058,750,750.642195990532
22-Nov-2021 11:10:50,0,28.9195775573534,2500,2496.56973984773,750,750.454102808694
22-Nov-2021 11:11:02,0,28.9542997699342,2500,2496.80382004898,750,750.409361328714
22-Nov-2021 11:11:15,0,29.0241531119922,2500,2497.12632726245,750,750.37025727521
22-Nov-2021 11:11:27,0,29.0296077859404,2500,2497.03302049872,750,750.307798169158
22-Nov-2021 11:11:39,0,29.1042256927733,2500,2497.17882155901,750,750.27871620717
22-Nov-2021 11:11:51,0,29.0867057776873,2500,2497.4988149611,750,750.258493058219
22-Nov-2021 11:12:04,0,29.1359679805198,2500,2497.68114022209,750,750.353702927618
22-Nov-2021 11:12:16,0,29.137709374414,2500,2497.76306089896,750,750.238985772948
22-Nov-2021 11:12:28,0,29.1269944247284,2500,2497.9107842856,750,750.1648938821
22-Nov-2021 11:12:40,0,39.7970125054401,2500,2498.18464185523,750,750.223415737915
22-Nov-2021 11:12:53,0,30.7180472114072,2500,2498.59705479351,750,750.184938065131
22-Nov-2021 11:13:05,0,29.9164541698979,2500,2498.46027387995,750,750.207219322161
22-Nov-2021 11:13:17,0,29.8972013129087,2500,2498.732652737,750,750.160061802262
22-Nov-2021 11:13:29,0,29.5461064694861,2500,2498.82462865941,750,750.21053019168
22-Nov-2021 11:13:42,0,29.4419990963442,2500,2498.92799066868,750,750.191917736008
22-Nov-2021 11:13:54,0,30.0075135175369,2500,2499.0641800972,750,750.271289121493
22-Nov-2021 11:14:06,0,29.2929884006752,2500,2499.20554501976,750,750.173215797376
22-Nov-2021 11:14:18,0,29.4925063082765,2500,2499.35666944533,750,750.286680190606
22-Nov-2021 11:14:31,0,29.4687784545732,2500,2499.28495188525,750,749.896176553337
22-Nov-2021 11:14:43,0,29.5809206630177,2500,2499.49611204153,750,750.045613096472
22-Nov-2021 11:14:55,0,29.6499441675665,2500,2499.75311228775,750,750.007314389609
22-Nov-2021 11:15:08,0,29.7464443787313,2500,2499.97447556082,750,750.046239477192
22-Nov-2021 11:15:20,0,29.7980889892865,2500,2500.09676509111,750,750.212051401999
22-Nov-2021 11:15:32,0,29.7805029735618,2500,2500.39753522967,750,750.084180252215
22-Nov-2021 11:15:44,0,29.5993765701008,2500,2500.53076723304,750,750.099750287248
22-Nov-2021 11:15:57,0,29.7869676560247,2500,2500.42666586748,750,750.031832720638
22-Nov-2021 11:16:09,0,29.9591479044395,2500,2500.57512861041,750,750.241222846947
22-Nov-2021 11:16:21,0,29.9871050316905,2500,2500.6611896825,750,750.099750287248
22-Nov-2021 11:16:39,1413.37585613902,728.207606914049,2665.08286118156,2843.6500510894,2722.08552958977,2722.09112889867
22-Nov-2021 11:17:01,1137.95231547284,584.955271415044,2862.04768452716,2914.96702793227,2448.53886933811,2443.98605332348
22-Nov-2021 11:17:19,1470.59278176062,749.247078575341,2704.89700618081,2884.23420504706,2936.26025315145,2933.54911692898
22-Nov-2021 11:17:37,641.886338627215,330.455249848883,3540.36460955544,3437.28202547461,2935.75042236442,2932.62099966827
22-Nov-2021 11:17:57,1459.4924263929,754.259351505635,3529.86952842742,3538.11898514536,2132.64192393941,2133.81502749522
22-Nov-2021 11:18:14,1396.13190237059,721.717861367,3603.86809762941,3418.88565802205,2483.61104873488,2482.20861018784
22-Nov-2021 11:18:31,892.227019534168,460.447499483723,3466.07220856239,3410.49455562138,2518.10273228666,2514.47339157795
22-Nov-2021 11:18:48,582.140085574509,300.935135564892,3417.85991442549,3212.15291507645,2483.21683526633,2481.1895782398
22-Nov-2021 11:19:05,1373.7286843934,696.863065551803,2626.2713156066,2576.96645553926,1915.38447744133,1914.5744379882
22-Nov-2021 11:19:24,534.446080502909,281.063338596598,3735.28866348986,3650.61500201638,2542.24293446373,2540.03527288632
22-Nov-2021 11:19:42,1295.19990113706,659.556811444798,3495.1718245937,3494.50598421221,2158.1165394846,2160.04060391757
22-Nov-2021 11:20:01,1146.31301011126,589.72600538978,3079.26206092417,3067.14814151283,1780.30890683157,1778.22406188406
22-Nov-2021 11:20:21,1179.70267685367,599.573785389994,2858.83260009815,3055.15267720089,2564.04724628711,2562.17317821475
22-Nov-2021 11:20:39,1345.30301397411,692.359359372485,2654.69698602589,2616.29045063711,2482.64700596076,2480.42485686398
22-Nov-2021 11:20:59,739.151923726289,378.722878844859,3260.84807627371,3351.39588507615,2939.61593777412,2936.51932481897
22-Nov-2021 11:21:19,1199.07672265669,608.343021909483,3157.74416716469,2935.68600923263,2626.90058895848,2626.12065434057
22-Nov-2021 11:21:36,788.619811047056,403.948653028166,3211.38018895294,3420.54063314045,2836.3548788037,2837.44942897667
22-Nov-2021 11:21:53,754.282178971531,386.415672749465,3592.93243277876,3396.59140421131,1723.94100833859,1724.37625900017
22-Nov-2021 11:22:10,849.983765984809,433.202951927057,3708.0427101434,3514.69307259791,2721.42723910322,2721.44613572327
22-Nov-2021 11:22:28,973.288848902729,494.165811375534,3300.85807899063,3292.98585097889,1794.89287564681,1792.07486080753
22-Nov-2021 11:22:46,1049.72360829114,528.933416928854,3260.84331849854,3492.18115229554,2027.4892605945,2026.66857865275
22-Nov-2021 11:23:02,1253.7290942785,642.06719036869,3484.36029784394,3286.76135824894,2875.79049574472,2876.583817203
22-Nov-2021 11:23:20,1401.38942356802,717.560455995803,2598.61057643198,2700.38675733002,2070.66877046303,2069.5860379774
22-Nov-2021 11:23:37,629.90620847373,325.066988599766,3714.21388949794,3603.71911128662,2296.19632951346,2299.15895642226
22-Nov-2021 11:23:57,1484.52730964839,759.743679027178,2515.47269035161,2624.19283853044,2353.23549130829,2350.43627179823
22-Nov-2021 11:24:14,1095.42044534175,560.531127131675,2904.57955465825,3114.71359329836,1743.27346228986,1743.13976190848
22-Nov-2021 11:24:32,1158.13733009781,591.940255926602,2841.86266990219,2834.65504247146,1748.47309424967,1748.02830549411
22-Nov-2021 11:24:50,914.295921946753,465.291391464766,3085.70407805325,3101.85751826545,2533.82175471001,2531.80391436543
22-Nov-2021 11:25:07,1325.81697748955,677.609090924192,2698.09142465999,2897.20488030483,1843.46545307523,1842.38862367063
22-Nov-2021 11:25:25,1398.37181262086,714.499663402686,2601.62818737914,2792.87002602844,2307.51365289009,2308.99707097221
22-Nov-2021 11:25:43,1493.97550862571,764.271484779749,2506.02449137429,2695.86441064973,1659.97915527088,1661.19001441479
22-Nov-2021 11:26:00,1390.23340083582,710.022951112034,2609.76659916418,2814.27439060916,2725.95483098015,2724.84425112779
22-Nov-2021 11:26:19,1410.64759442952,721.246544776707,3060.83797570261,3055.23252768016,1889.80560427598,1888.75377195961
22-Nov-2021 11:26:39,1310.79932549987,669.497609560951,2689.20067450013,2609.70870094806,1772.77054245428,1770.75590352868
22-Nov-2021 11:26:56,785.181737612768,399.470210919539,3214.81826238723,3227.76131783265,2803.93831146013,2804.32149495472
22-Nov-2021 11:27:13,1043.76190484005,528.442750261194,2956.23809515995,2946.04838337234,2779.54667658284,2779.31064971379
22-Nov-2021 11:27:34,1188.10900038024,594.273583350573,2811.89099961976,2830.73571478088,2102.71205062791,2103.07494625984
22-Nov-2021 11:27:52,957.55281019032,488.294249753912,3042.44718980968,3083.06899623693,1775.86168242363,1773.63403345287
22-Nov-2021 11:28:08,989.252638400019,504.38934393901,3138.1233202085,3350.05557999456,2854.07416487292,2854.97439823612
22-Nov-2021 11:28:27,1019.97918454372,517.388733461727,2980.02081545628,3184.7985068204,2006.57911473207,2006.10637876628
22-Nov-2021 11:28:46,1185.80132831202,599.621444867678,2814.19867168798,2813.83669168579,2670.37810248171,2668.91552201002
22-Nov-2021 11:29:05,1275.33423199187,649.395533092056,3724.66576800813,3543.27614313581,1644.68178775258,1645.19081910564
22-Nov-2021 11:29:22,1194.78611261587,609.538137402358,2805.21388738413,2774.25170381777,2362.8128926177,2360.41541149308
22-Nov-2021 11:29:45,1444.06905784485,736.802291723637,2555.93094215515,2550.72832740911,2731.79106029694,2730.92184428538
22-Nov-2021 11:30:02,950.923706430945,484.314346518371,3342.0697520772,3384.6151631629,2473.67321243468,2470.02147845596
22-Nov-2021 11:30:23,688.955015032545,345.586690376088,3468.1006491964,3270.50764532331,2320.51333842952,2324.16586441294
22-Nov-2021 11:30:44,1125.61856072969,572.783685294032,2979.02997543744,2771.24252371955,2530.16315004797,2527.97413316206
22-Nov-2021 11:31:03,1275.7126786084,644.489836909338,3708.20176225935,3533.0047098197,2670.34115272707,2669.19095056078
22-Nov-2021 11:31:23,919.181125741252,455.818336622564,3080.81887425875,3002.49867968861,2230.18744860476,2231.00578117828
22-Nov-2021 11:31:41,1294.83141688345,655.980429449163,3562.91602081894,3360.34505360412,2262.76298307169,2263.51485104916
22-Nov-2021 11:32:00,1032.82558879945,522.461816425079,3555.05459576722,3340.30258330864,2466.47719529054,2462.35529431018
22-Nov-2021 11:32:21,1050.15634289842,530.670247561493,3638.72565494088,3671.68429032676,2026.09065536532,2025.04043619626
22-Nov-2021 11:32:43,1229.93501944706,624.127334050909,2770.06498055294,2614.05153192127,2433.71262900184,2430.05239317907
22-Nov-2021 11:33:03,694.764289567049,354.226662433822,3597.60143050401,3422.76062433526,2206.38502277639,2206.54928287431
22-Nov-2021 11:33:21,1204.03641283848,612.203961276862,2795.96358716152,2747.21418366741,1838.8826714586,1836.43711200363
22-Nov-2021 11:33:38,940.730391271541,474.949782786276,3059.26960872846,3278.67634935211,1966.65342997562,1966.10087392476
22-Nov-2021 11:33:58,929.469034936066,464.803355414155,3070.53096506393,3264.42821429735,2857.32145301984,2857.53656382868
22-Nov-2021 11:34:18,762.211747780845,381.618889895185,3273.3648962112,3310.56907438429,1887.0970438681,1884.45501056308
22-Nov-2021 11:34:36,1211.72924577759,605.549059747362,2788.27075422241,2894.59938874067,2404.26463407312,2400.24812473897
22-Nov-2021 11:34:53,1007.85828466112,508.603632919174,3051.41678762795,3004.65567772757,1945.01380982749,1943.23251919419
22-Nov-2021 11:35:11,529.220277562146,271.889566041423,3541.31900960066,3339.03074261946,1628.27369563507,1627.63918392411
22-Nov-2021 11:35:29,1078.52506102344,545.604368466663,3135.19166594465,3112.95422107189,2893.28120921707,2893.21601497095
22-Nov-2021 11:35:46,1046.80571873897,531.714754363846,3752.01510107299,3552.78204694978,1855.92536965728,1853.3085872065
22-Nov-2021 11:36:03,1124.06008817369,563.988713886992,3135.56706709622,3044.3403308234,2281.703746206,2282.8720733968
22-Nov-2021 11:36:19,1487.98200316163,757.610081361922,2977.66764310782,3036.73575564348,2518.70331129862,2513.8463844775
22-Nov-2021 11:36:37,1296.18387358521,656.921317015767,3687.27287593101,3783.20273031187,1556.60829935933,1554.34172279496
22-Nov-2021 11:36:55,1179.72795137734,595.815840541505,2935.96389195164,2892.157590659,1648.06841798336,1647.81007482666
22-Nov-2021 11:37:17,1361.20957991059,692.23917971513,2638.79042008941,2837.86739767804,1704.82970603305,1704.65376720996
22-Nov-2021 11:37:34,1403.72056055632,715.822860481149,3429.5482019209,3454.99330538932,2241.26090495891,2242.61870075611
22-Nov-2021 11:37:54,697.809826685929,356.16751170436,3408.36958203523,3188.4708895103,2836.38375649618,2836.19389356546
22-Nov-2021 11:38:13,979.922141146061,495.499675530754,3150.02916626726,3373.76998936616,1545.81141945696,1544.48776976109
22-Nov-2021 11:38:30,1359.44230564621,689.710869807755,3302.96630646499,3268.28824561352,2857.08335710104,2856.8823539084
22-Nov-2021 11:38:46,1262.20078976061,639.313005576814,2737.79921023939,2836.48080889273,2708.23413679453,2706.52270455874
22-Nov-2021 11:39:05,863.128194934109,437.915596786268,3136.87180506589,2936.00851644611,2829.76789961415,2830.06296856374
22-Nov-2021 11:39:25,971.088374541939,482.971270158141,3150.6131114013,3371.84662791468,2968.02097446174,2962.69112198244
22-Nov-2021 11:39:41,1444.83952124904,734.308797089487,2555.16047875096,2638.09480697046,1589.42830136946,1589.54843545977
22-Nov-2021 11:39:57,1317.54709207929,671.554371407674,3563.59312001751,3370.90646245697,2282.47476369643,2283.47286198998
22-Nov-2021 11:40:14,1018.59494251054,518.640072629053,3357.4868287808,3143.61207322935,2583.65938855026,2580.67037983421
22-Nov-2021 11:40:33,953.797708726919,479.54291311886,3540.42974795812,3555.03767511776,2959.46183214579,2954.41001093581
22-Nov-2021 11:40:50,1391.48924068341,707.739763381974,2608.51075931659,2753.48732604122,2148.58725567519,2149.22453009824
22-Nov-2021 11:41:15,1303.36439160244,662.396117061801,3580.79366569079,3704.48775443638,1760.08291967851,1757.52029995493
22-Nov-2021 11:41:31,916.799467930787,466.923378239583,3184.93857966078,3172.69036460994,1590.70676875484,1589.39273510944
22-Nov-2021 11:41:50,1120.42069604977,565.704741534875,2879.57930395023,2876.903043823,2485.28983646056,2482.14436142258
