Time,Mean Abs. Temp. T1 / °C,Mean Abs. Temp. T2 / °C,Mean Room Temp. / °C
04-Mar-2022 14:21:51,26.4089668735887,26.2936608400709,25.7248018044894
04-Mar-2022 14:22:03,26.7086091681827,26.6399478757675,25.5916908177414
04-Mar-2022 14:22:14,27.0252471618151,26.9620091913356,25.5718857770736
04-Mar-2022 14:22:26,27.3142706583108,27.2508542333824,25.6810450570274
04-Mar-2022 14:22:38,27.583659280925,27.5202964328189,25.8490128321681
04-Mar-2022 14:22:50,27.8391684135985,27.7806216419433,25.5163863615601
04-Mar-2022 14:23:01,28.0812557367244,28.0336709508047,25.5764915813877
04-Mar-2022 14:23:13,28.3204416386059,28.2819773423127,25.5688152545272
04-Mar-2022 14:23:25,28.5600286863038,28.5329905348501,25.5014945530231
04-Mar-2022 14:23:36,28.7917968477258,28.7822556918357,25.548703334091
04-Mar-2022 14:23:48,29.0265005161896,29.0275445376537,25.5394918156869
04-Mar-2022 14:23:59,29.259299752655,29.2703159630497,25.5864708391891
04-Mar-2022 14:24:11,29.4916541046452,29.5122597740924,25.570811095405
04-Mar-2022 14:24:23,29.7197980993253,29.7506863808452,25.6019771480313
04-Mar-2022 14:24:34,29.9503399564635,29.9862098073753,25.6163320377326
04-Mar-2022 14:24:46,30.1746723928488,30.21790723442,25.6561729631376
04-Mar-2022 14:24:57,30.3960991574006,30.4500818020224,25.6511064597632
04-Mar-2022 14:25:09,30.6166181542972,30.6805046348194,25.6236246609008
04-Mar-2022 14:25:21,30.8387659372896,30.9063312909137,25.5614459811411
04-Mar-2022 14:25:32,31.051395902896,31.1293289094621,25.5603712973318
04-Mar-2022 14:25:44,31.2641162301387,31.3495737890684,25.57656834556
04-Mar-2022 14:25:55,31.4753123593116,31.5669885173316,25.6028983039696
04-Mar-2022 14:26:07,31.6839075509714,31.7835715909972,25.6258508272101
04-Mar-2022 14:26:18,31.8913622975651,31.9993228428735,25.6270790621647
04-Mar-2022 14:26:30,32.0989067947159,32.2103203957433,25.615717919571
04-Mar-2022 14:26:42,32.300311822286,32.4147946232878,25.6934043151793
04-Mar-2022 14:26:53,32.5019596844488,32.6191275107866,25.6920992916325
04-Mar-2022 14:27:05,32.7056963307534,32.8189351375079,25.6505691230656
04-Mar-2022 14:27:17,32.8929850024896,33.0190623338576,25.6381331772299
04-Mar-2022 14:27:28,33.0904378197345,33.2141247884447,25.6604720323872
04-Mar-2022 14:27:40,33.2770556619379,33.3964292187325,25.3887334836581
04-Mar-2022 14:27:51,33.4568370862832,33.5651273474379,25.4632674487123
04-Mar-2022 14:28:03,33.6321659563827,33.7249099264561,25.8171536670597
04-Mar-2022 14:28:14,33.8058113647919,33.8829306254104,25.6527190644908
04-Mar-2022 14:28:26,33.9750800587091,34.0438055045737,25.3997102094735
04-Mar-2022 14:28:38,34.1402791672882,34.2016873572072,25.5001128607271
04-Mar-2022 14:28:49,34.2944826137673,34.350650941096,25.2336069259848
04-Mar-2022 14:29:01,34.4471540943813,34.4890021838513,25.1656020839325
04-Mar-2022 14:29:12,34.6042960196456,34.6305911342396,25.1489464989336
04-Mar-2022 14:29:24,34.7626766902483,34.7794968415631,24.9550724055766
04-Mar-2022 14:29:36,34.9209109129969,34.9296405108226,24.8803962557421
04-Mar-2022 14:29:47,35.0521370909979,35.0770972257786,24.5121817763423
04-Mar-2022 14:29:59,35.2122322951613,35.2212509114469,24.4609971790912
04-Mar-2022 14:30:10,35.3681785378516,35.3718762052794,24.673414590283
04-Mar-2022 14:30:22,35.5130472519379,35.5272036106321,24.6666612736777
04-Mar-2022 14:30:34,35.6634648692323,35.6821533388057,24.5457169296046
04-Mar-2022 14:30:45,35.807807469479,35.828950375896,24.5866195447154
04-Mar-2022 14:30:57,35.9561596539504,35.9677476311196,24.5539281242039
04-Mar-2022 14:31:08,36.0958954078951,36.1097070679771,24.6420269109461
04-Mar-2022 14:31:20,36.230093418164,36.2504406899596,24.2158291421317
04-Mar-2022 14:31:32,36.3704565882997,36.3889474496122,23.969143155411
04-Mar-2022 14:31:43,36.5041266058266,36.5230711851629,23.6630174483721
04-Mar-2022 14:32:16,38.9576434062499,37.2691342438862,23.5737935504723
04-Mar-2022 14:32:52,38.8153215089251,27.3786252253819,23.6521236104518
04-Mar-2022 14:53:06,43.5664305876524,25.2856325586011,22.3893279442242
04-Mar-2022 14:53:30,46.0802730733162,26.3435559954208,22.5739273951102
04-Mar-2022 14:53:56,47.7375447690943,27.099825529429,22.8823315503908
04-Mar-2022 14:54:18,48.9532926701392,27.2876334224714,22.8180559811537
04-Mar-2022 14:54:44,50.5683044660036,27.4546423525914,22.8577870567477
04-Mar-2022 14:55:10,52.8012014591295,27.6755675873642,23.0480117503215
04-Mar-2022 14:55:38,54.4223364877185,27.9043407531813,22.8468954621752
04-Mar-2022 14:56:00,55.2917411813118,28.046880695998,23.0327473360761
04-Mar-2022 14:56:17,56.5652486138513,28.1832823651431,23.0112699071068
04-Mar-2022 15:00:04,47.5426244587932,25.7086395592443,22.6760098461098
04-Mar-2022 15:00:31,49.9383945751924,27.1194812117089,22.9542019939271
04-Mar-2022 15:00:50,51.0551795026492,27.5979310892755,22.9422362874902
04-Mar-2022 15:01:27,53.1001997582228,28.2051716584604,23.1626886830711
04-Mar-2022 15:01:43,53.9873712331799,28.3250660637816,23.0855210204286
04-Mar-2022 15:02:05,55.1944847295323,28.4429676946293,23.1155901066399
04-Mar-2022 15:02:24,56.9168792970473,28.4154697474985,23.1393694281925
04-Mar-2022 15:02:41,57.7274212456038,28.6591954789043,23.1466566728235
04-Mar-2022 15:03:02,58.5777694825698,28.6500544810981,23.2472222668626
04-Mar-2022 15:03:36,61.5960437017354,28.8800464251278,23.5355116496055
04-Mar-2022 15:04:06,63.1455610801562,29.209314158936,23.3227826905506
04-Mar-2022 15:04:22,63.6537661365056,29.5237849871326,23.4686920099489
04-Mar-2022 15:04:45,64.6481229098065,29.5129512515671,23.4988412160101
04-Mar-2022 15:05:16,65.9518675316628,29.4689252572585,23.3915173045226
04-Mar-2022 15:05:34,66.8929849024736,29.4307391003602,23.2915610944
04-Mar-2022 15:05:59,67.8554337100147,29.4460288820629,23.2159246433117
04-Mar-2022 15:06:16,68.2049189900762,29.7086551803217,23.0282217593652
04-Mar-2022 15:06:43,68.3559646774457,29.7979433968327,22.9359466248235
04-Mar-2022 15:06:59,68.540524911903,29.8644117805376,22.922523582834
04-Mar-2022 15:07:15,68.8540054859022,29.7765047468603,23.0645034850286
04-Mar-2022 15:07:47,70.2232647701946,29.7859561817513,23.1588532553794
04-Mar-2022 15:08:10,71.0362065839563,29.928345582154,23.2520550263723
04-Mar-2022 15:08:35,71.0155888416438,30.1003274065942,23.3276922593144
04-Mar-2022 15:09:01,71.4853943929805,30.3615446336276,23.5723359776987
04-Mar-2022 15:09:24,72.7279210919197,30.5100302048495,23.8937982838464
04-Mar-2022 15:09:40,72.7974354427299,30.4097326408272,24.245600689561
04-Mar-2022 15:10:11,72.6712519592849,37.7264548506441,24.2238085827871
04-Mar-2022 15:10:30,72.7700342348145,63.1789534868059,24.0565358666293
04-Mar-2022 15:10:55,72.8670290369287,70.8696499843912,23.9111381164016
04-Mar-2022 15:11:27,73.7943833332683,73.7452246610988,24.0870740161266
04-Mar-2022 15:11:47,73.9930302296721,74.0192304310115,24.0029029421572
04-Mar-2022 15:12:18,74.1785280230816,74.7858512712564,24.1151570987771
04-Mar-2022 15:12:45,75.5300463152378,76.0988796488189,24.5778711035437
04-Mar-2022 15:13:10,76.0105441132141,76.2591583726073,24.3009256627765
04-Mar-2022 15:13:31,75.5507698429941,76.0585966649217,24.3898619152577
04-Mar-2022 15:14:01,76.0548034155059,76.6694361299267,24.3161190866591
04-Mar-2022 15:18:55,64.9512951856121,66.3898812085386,23.2728436791822
04-Mar-2022 15:19:15,65.347153908956,66.3453658034441,23.353544502541
04-Mar-2022 15:19:34,65.6125616724597,66.2547053757108,23.7426534146242
04-Mar-2022 15:19:57,65.9834069960715,66.3219041674904,23.8209869986845
04-Mar-2022 15:20:14,66.0770958773158,66.3209719209365,23.9554856784548
04-Mar-2022 15:20:34,66.2013969891588,66.3894927648462,24.0444894709289
04-Mar-2022 15:21:05,66.2333276097434,66.3897258306054,24.391089748733
04-Mar-2022 15:21:28,66.2550032879256,66.1756999981355,24.2212764242353
04-Mar-2022 15:21:45,66.1602217271376,66.1043870000067,24.0482491666888
04-Mar-2022 15:22:16,66.6089042791638,66.3693714258904,23.9216495109451
04-Mar-2022 15:22:37,66.6339235060976,66.5451848433212,24.028299812084
04-Mar-2022 15:22:57,66.5699771935517,66.683791131913,24.0081203924711
04-Mar-2022 15:23:17,66.7945328562574,66.8629623077348,24.0991972953788
04-Mar-2022 15:23:35,66.9039412867126,66.9969973924571,24.0968186667865
04-Mar-2022 15:23:57,67.1537758064807,67.1681039393277,24.072572206904
04-Mar-2022 15:24:15,67.0422610250194,67.2517955489189,24.1781530531952
04-Mar-2022 15:24:33,67.5034204029823,67.6513217405894,24.1665666221692
04-Mar-2022 15:25:02,68.0991988981666,68.0626329793421,24.2857322990181
04-Mar-2022 15:25:27,68.2347699797896,68.0780231563692,24.0296042206099
04-Mar-2022 15:25:45,68.0176568123134,68.1356204570234,24.0339776899778
04-Mar-2022 15:26:10,68.6468032926453,68.6646912738173,23.8452316558859
04-Mar-2022 15:26:29,68.7475649079761,68.85050024894,23.8917266573669
04-Mar-2022 15:26:59,69.1778575783133,68.8774783720965,23.80733028351
04-Mar-2022 15:27:31,68.8253151312443,68.5693030338104,23.5747908798345
04-Mar-2022 15:27:49,68.5818852026004,68.3953256582611,23.5990337608344
04-Mar-2022 15:28:08,68.257469361722,68.3566134398242,23.7592253336883
04-Mar-2022 15:28:29,68.4875813271687,68.4509072444807,23.8068699514229
04-Mar-2022 15:29:04,68.7969362684715,68.8840869744675,24.1189168759753
04-Mar-2022 15:29:21,69.3161167100525,69.2728461637005,24.0882249587153
04-Mar-2022 15:29:37,69.3868037321279,69.2807773285568,23.9740535118873
04-Mar-2022 15:29:56,69.3220266780103,69.2030993913823,23.9188874006384
04-Mar-2022 15:30:18,69.4107552486618,69.3827955846842,23.9225702179094
04-Mar-2022 15:30:49,70.1863952416941,70.2129768917785,24.0279929322573
04-Mar-2022 15:31:04,70.6805880167407,70.4494318203679,23.9506519785359
04-Mar-2022 15:31:18,70.4519573267783,70.2274436379321,23.8238257631139
04-Mar-2022 15:31:33,70.235165522883,70.2371660037682,23.8881206657521
04-Mar-2022 15:31:52,70.3814809099127,70.2702222621172,24.0310620251832
04-Mar-2022 15:32:10,70.2426328233426,70.2238658149818,23.9191175596957
04-Mar-2022 15:32:26,70.3299858579923,70.3511142765966,23.9395266269448
04-Mar-2022 15:33:00,70.8858167409623,70.6791360120379,23.8783765544231
